network_type,device_os,platform,bearer_type,geo_coordinates,is_roaming,phone_number,device_type,user_id,msisdn,event_time,action,os_type,os_version,cell_location,transaction_id,event_name,is_fraud,event_type,event_id,terminal_model,tracking_id,home_network,session_id,service_action,connection_type,timestamp,position,access_technology,subscriber_id,roaming_active,device_model,handset,roaming_status,location,log_time,recorded_at
,iOS 15,,,,False,,Vivo V25,,8993718214992,,,,,"-81.9208,21.6593",,,False,,,,,,3488951a-1956-4ccd-96d1-46f1e8656204,app_launch,,10/27/2023 14:10:36,,4G,,,,,,,,
,iOS 15,,,"-58.5878,-35.0020",,,,,9148746083868,,SIM switch,,,,,,False,,,,967e3bd8-e17f-44e7-8a0a-9946113f54e5,,,,,,,3G,,,,,False,,,2023-05-12T00:36:24.000Z
,,,,"-47.5527,-156.7768",,,OnePlus 10,,,,location_change,iOS 16,,,6d1e98d7-c476-455f-830d-732c55d825c2,,False,,,,,False,,,,04/01/2023 04:04:02,,3G,4658428597742,,,,,,,
2G,,,,,True,,,,8347501798695,2023-08-25 19:25:28,location_change,,iOS 15,,,,False,,1352dd96-6e99-4f27-8b0b-4e64a7865fdc,,,,,,,,,,,,,iPhone 14,,,,
,,,,,,,iPhone 14,5240500133683,,,,,Android 11,"-31.9605,84.0522",,power_on,False,,,,4875af7a-6fa2-4a3c-a780-80b93a0d63e3,True,,,WiFi,,,,,,,,,,05/19/2023 21:23:26,
,,Android 12,,,,,,1534429459704,,,,,,"-86.5355,150.0173",,,False,,,,,,7b2fd308-d7c0-44f9-99a4-16f64ad52d21,app_launch,,2023-01-11T03:54:23.000Z,,2G,,,Pixel 7,,False,,,
,,,,,,9408926675332,Oppo F21,,,,,Android 12,,,,,False,,,,615725fc-253f-4d89-bf7e-b186898b36ce,,,SIM switch,3G,07/18/2023 21:58:12,"-36.5179,-134.3736",,,,,,False,,,
,,,,,,,OnePlus 10,,9636607175193,,,,iOS 16,"-56.2614,-129.4840",,,True,,,,020b9d95-22ac-4582-9b93-0adb48de8793,,,SIM switch,2G,09/22/2023 11:32:42,,,,True,,,,,,
WiFi,,,,,False,,,,,,,Android 13,,,,,False,location_change,,iPhone 14,,,8dc121e3-9ffd-4717-b21e-4b0e6360b043,,,,"-53.1358,-63.8420",,8659214964819,,,,,,11/02/2023 17:02:10,
,,,5G,,,,,3882290104289,,,,Android 13,,"-63.3082,111.7191",,SIM switch,False,,,,6f476655-012c-4c59-afd8-92f92a715a52,True,,,,,,,,,Samsung Galaxy S22,,,,,2023-05-17T00:35:30.000Z
,,,,"32.3964,162.9362",,,,,,,,,Android 12,,,app_launch,False,,,,,,b05dd9ed-3221-4308-b7e8-127dff2c5beb,,,,,,9157592284292,False,Samsung Galaxy S22,,,,,2023-04-20 23:37:03
,,,3G,"-47.7644,109.8901",False,,,5480616388437,,,,,Android 11,,,,False,,bd8fea89-4cdf-4114-ad35-b5e5969087ee,Samsung Galaxy S22,,,,SIM switch,,1692413048,,,,,,,,,,
4G,iOS 15,,,"-54.3570,-27.6959",False,,,,,,SIM switch,,,,,,True,,17d41186-c1cf-49d7-9d19-872c0bc7a4b6,OnePlus 10,,,,,,,,,6350200178229,,,,,,,07/27/2023 08:10:19
5G,iOS 15,,,,,,,,,,,,,,,app_launch,False,,,,95405313-6144-48b2-8933-e86f3bb6334b,,,,,,"43.4222,4.9127",,7553366367802,True,,Pixel 6,,,1676109844,
,,iOS 15,WiFi,,,,,,,,,,,"-71.7943,164.3464",,,False,power_on,5f5502ab-1861-46d6-8da8-ec62897f9963,Pixel 6,,,,,,,,,7685022331883,False,,,,,2023-10-30T07:01:18.000Z,
,,Android 12,,,,,,4713957315538,,,,,,,,,False,,,,,,59747cba-bd3e-4040-a727-8f944a0613c6,location_change,3G,2023-08-24T09:52:37.000Z,"43.0076,69.6817",,,False,,Vivo V25,,,,
WiFi,,,,"-35.8408,-139.8304",,1462931739275,Xiaomi Mi 11,,,,,Android 13,,,,,False,,,,,,8c5a4fb7-94ae-4359-bbac-f5f1f4dcb774,app_launch,,,,,,,,,False,,04/02/2023 01:03:23,
,,,5G,"65.7642,-97.3790",False,,Samsung Galaxy S22,,,,app_launch,Android 12,,,a1f978bf-cf7c-4e78-86fe-e98375ff754a,,False,,,,,,,,,,,,4862946408984,,,,,,,2023-01-03T07:05:58.000Z
2G,,iOS 16,,,,3609391987573,Samsung Galaxy S22,,,,,,,,,,False,,9b24ed52-1bec-4400-807f-7de3328fbab3,,,,,power_on,,,,,,True,,,,"20.3766,7.2052",12/03/2023 12:41:58,
,,Android 12,,,,,,2986204203637,,,,,,,,,False,location_change,2f38ca90-84c8-4d56-8c90-30ad884b1c0f,iPhone 13,,True,,,,1682162764,"-12.2276,-88.7438",5G,,,,,,,,
,Android 13,,,,True,,,,,2023-04-26T16:25:06.000Z,,,,"19.5273,-24.3905",,,False,location_change,,iPhone 13,4d4f321c-8344-4970-8e5f-d462d408ffce,,,,,,,4G,2329017978631,,,,,,,
,,,WiFi,,,,OnePlus 10,,3283192217194,,,iOS 15,,,,,False,power_on,,,,,511573cd-8b5a-47b0-90dd-3f0ff504566e,,,,,,,,,,True,"-89.5105,-88.3293",,2023-07-23 00:03:36
WiFi,iOS 16,,,,,5984793721335,,,,,location_change,,,,,,False,,,,,,e8c1f9db-3e8b-417b-9d0f-3948061a55f4,,,1690668827,,,,,iPhone 13,,False,"-56.7257,-66.1942",,
,iOS 16,,,"13.0148,-100.7453",True,,,4550869145638,,2023-01-22T08:21:54.000Z,app_launch,,,,,,False,,,,4414ddc9-699e-4133-9bde-9d407886f631,,,,,,,2G,,,,iPhone 13,,,,
,,,WiFi,"38.4982,-17.0260",,,,,5640716083050,,,,iOS 15,,,,False,power_on,,,,False,d456d776-feb0-4291-992e-cc59281ad191,,,,,,,,Pixel 7,,,,22/04/2023 20:26:25,
,,iOS 15,,,True,,,9213096002965,,,,,,,,,False,,2bdde03d-f0f9-445b-b06d-8bc563a99161,,,,,power_on,,11/02/2023 20:09:53,,3G,,,Xiaomi Mi 11,,,,,
,,,,,,,,,,,app_launch,iOS 16,,"-69.5935,-14.0602",,,False,,,,,,097acd61-815c-4af5-b1e1-dfb758a4403f,,,,,WiFi,9119560454477,,OnePlus 10,,False,,,2023-10-17T19:11:36.000Z
,,iOS 16,,,,7987790511858,,,,2023-04-07T18:45:56.000Z,,,,,,,False,,c8f43273-225b-46e4-8b85-1f8a5c243b6a,,,True,,power_on,,,,5G,,,,,,"-32.6268,179.7843",,
,,,,,,8209301919947,Realme GT,,,,location_change,,iOS 16,,,,False,,,,fa9fa275-4653-40ae-a243-2866b6475674,,,,,27/04/2023 02:14:13,,5G,,,,,False,,,
,,,,,,,,,,,,,iOS 15,,9828757e-f222-459e-a389-6471d617b0ee,app_launch,False,,,,,,,,,,,5G,1330182380216,,Oppo F21,,False,"58.7429,-136.7356",1684187500,
,,,4G,,,,,,6624312597481,,power_on,,Android 11,,,,False,,,,df6560b2-8ec1-4ef5-82ee-0047a748cd15,,,,,,,,,,,iPhone 13,True,"-8.2787,-58.8763",2023-07-06 03:47:33,
,,,,,,2863519172904,,,,2023-03-28 07:44:56,,,,,,,False,,,,,,,app_launch,,,"-51.9017,-0.8820",4G,,False,Pixel 7,,,,,
,,iOS 16,,"-56.1603,-80.5239",,,Pixel 6,,2206886310728,,power_on,,,,,,False,,b34b9544-d34a-4b1a-97d1-5ab3526353f8,,,,,,,,,3G,,,,,True,,27/10/2023 11:35:39,
,Android 12,,,,True,4717501016419,,,,,app_launch,,,,,,False,,,,283a87dc-ba65-4bf6-9480-64284e9aef66,,,,,,,2G,,,,Pixel 6,,"77.3941,19.3277",14/06/2023 04:51:37,
,,iOS 15,,"8.4773,65.5462",,1052325626831,,,,2023-01-16 22:28:15,,,,,9dafde56-fb3d-47d9-8a8c-174d1217edc9,SIM switch,False,,,,,True,,,WiFi,,,,,,Oppo F21,,,,,
3G,,,,,,,,,2617752059958,,,iOS 16,,,,,False,,,,e3df7cf4-6c87-4b19-8191-9c26f32a4da0,True,,SIM switch,,,,,,,Oppo F21,,,"-40.4980,138.8414",2023-10-23 21:47:22,
,,,,,False,1869556910054,Samsung Galaxy S22,,,,,,Android 13,,,,False,app_launch,,,6d43789c-6418-4ac9-92d2-78f485e66f3e,,,,WiFi,2023-05-19T05:32:04.000Z,,,,,,,,"-73.0309,177.5659",,
,Android 12,,,,True,,Pixel 7,4072650109735,,,,,,,,,False,SIM switch,6a9286ee-bc58-4e03-8154-5d31c0531fca,,,,,,,,,WiFi,,,,,,"10.5241,-159.3406",,2023-03-12T08:10:30.000Z
,,,WiFi,"-72.4338,-91.1952",,,iPhone 13,,,,,Android 11,,,,,False,app_launch,,,8ddb66c3-3057-4cac-87c3-90a6b77cc753,False,,,,,,,6200520207497,,,,,,2023-12-27T11:21:30.000Z,
,,,,,,,,4970145870471,,,,,Android 11,"9.9220,-115.8273",,power_on,False,,,,604a492c-0ad5-451c-9caf-1cb089837b42,True,,,5G,08/27/2023 07:06:55,,,,,iPhone 13,,,,,
3G,,,,,,,,,,,,,Android 13,,,,False,app_launch,58705e1e-adcd-4034-9f62-468d244ca525,Pixel 6,,,,,,2023-02-27 10:44:28,,,1391007981160,,,,True,"-68.5884,-134.3555",,
,,,WiFi,"-22.1678,92.5252",,,iPhone 14,,7439140633151,,,Android 13,,,,,False,,c6cc65ab-78b8-4dae-a6c5-f7ea98d73881,,,False,,location_change,,,,,,,,,,,2023-05-29 13:54:12,
,,Android 11,,,,8251984391397,,,,,,,,,,SIM switch,False,,,,,True,,,,,,WiFi,,,,Oppo F21,,,,2023-03-02T01:52:09.000Z
2G,Android 11,,,"-65.0989,63.4344",True,,,,,,location_change,,,,95c73314-6834-4962-9d28-fba0f620095f,,False,,,Pixel 7,,,,,,,,,4907105134905,,,,,,,2023-01-09 02:10:48
,,,,"65.1378,121.6068",False,,iPhone 14,,,,app_launch,,Android 13,,,,False,,,,4d50afc6-fd84-4f4d-af43-abd08dabfbf0,,,,4G,08/08/2023 07:05:33,,,5356634965210,,,,,,,
,,,,,,2420499990802,,,,25/07/2023 12:11:43,,iOS 15,,"63.5511,115.1140",,SIM switch,False,,,Realme GT,,,a31d3102-dfd7-459b-9fa9-6c4b63ae3be3,,,,,4G,,,,,True,,,
,,Android 11,,"-87.0058,-70.2259",,,Pixel 6,,3558014103012,,,,,,,,False,,,,,,b13a2a21-a8c4-4819-a9ab-bfab0f1f9aba,app_launch,,01/05/2023 19:49:47,,2G,,,,,True,,,
,,Android 12,,,,,,,,,,,,,,location_change,False,,,,,,,,,,"-70.2032,-75.2802",4G,6543579043722,,,Pixel 6,False,,,21/10/2023 08:34:30
,,,,,True,,Pixel 6,,,2023-07-06T22:17:49.000Z,,Android 12,,,,,False,,,,45e96f00-9764-427e-a39e-7f4d1fe16f34,,,app_launch,,,,2G,7976628637419,,,,,"36.9845,167.7457",,
,,,2G,"70.1067,37.1054",,,,,2279430342661,,,,Android 13,,,,False,app_launch,,,9e721725-7205-44a2-b297-5c67d96fdd9e,,,,,,,,,False,Pixel 6,,,,1685509381,
,Android 13,,,,,,Samsung Galaxy S22,,,,,,,,,,False,app_launch,,,,True,a66136e8-04c2-48a1-8930-8eebbf7c641a,,WiFi,,"38.0369,-40.7560",,7144225513998,,,,,,,1688452082
WiFi,,iOS 15,,,,,,4744651574091,,04/08/2023 01:23:09,,,,"-85.2677,132.7261",,,False,location_change,,,66fedf0d-1295-42fd-a7c9-e97f2043204a,True,,,,,,,,,iPhone 13,,,,,
,,,,,,,,,,,,,,,ea1132c8-a150-4747-8e7f-fec5ba55b29b,,False,,,Samsung Galaxy S22,,,,power_on,4G,05/12/2023 21:38:04,,,1205484205401,,,,False,,,
,,,,,True,3011016063779,,,,1690601086,,Android 11,,,eb387532-eec5-4515-b1f4-a1e3e78477ee,,False,,,,,,,SIM switch,2G,,,,,,,iPhone 13,,"-72.6035,-65.3741",,
,iOS 15,,5G,,,,,,3958431522858,,,,,"50.7964,-83.0893",,,False,,,,,,518ef2ac-24af-4af8-9781-1da3ed2f8fad,location_change,,2023-03-22T11:33:48.000Z,,,,,,,True,,,
,,,,,,,,,9603869145878,02/08/2023 21:55:14,location_change,iOS 15,,,,,False,,ade32c0d-1c52-4c14-8840-3fb0eaa936b2,,,,,,2G,,,,,True,,Samsung Galaxy S22,,"83.1562,107.7027",,
WiFi,,,,"3.3028,-28.6523",False,5415633406248,,,,2023-01-14T18:08:56.000Z,,,Android 11,,,location_change,False,,,,,,50ac4750-4952-4752-93e0-fd9b7e2d1630,,,,,,,,Oppo F21,,,,,
,iOS 15,,,"4.3700,130.2871",,,Oppo F21,,9091674416233,2023-03-04T08:27:25.000Z,,,,,f2868193-cf9e-4701-b0ae-e104e621921b,,False,,,,,True,,location_change,5G,,,,,,,,,,,
,iOS 15,,3G,,False,,,,3146542174554,2023-03-03 12:42:10,,,,,,SIM switch,False,,,,,,dc11d0a0-4628-422c-9bcc-ecc74d5bc36f,,,,,,,,,Realme GT,,"68.9888,109.8702",,
5G,,,,,False,3699920710896,,,,1698454272,power_on,,Android 12,,,,False,,f71885f2-52b5-449a-8451-adabcd5e9b20,,,,,,,,,,,,Oppo F21,,,"2.3068,170.1002",,
,,,,"15.1055,-119.1024",,,Xiaomi Mi 11,,7842094426862,,,,iOS 16,,406b3592-ad44-4f4e-a276-3bc0dab17076,SIM switch,False,,,,,,,,WiFi,,,,,True,,,,,1698375076,
,,Android 13,4G,"15.6560,67.1472",False,,,9880016659760,,,,,,,,power_on,False,,,,b592eb36-978a-433a-a708-14bad02a0a5f,,,,,,,,,,Oppo F21,,,,,2023-05-25T20:47:42.000Z
,,,,,,,,,7385482565470,,location_change,Android 11,,,,,False,,c807ff2c-916a-43d3-9ea5-0c3ed0523300,,,,,,2G,10/13/2023 05:21:55,,,,,,Oppo F21,False,"-9.9712,90.9109",,
2G,,,,,,9276819803869,,,,,,,Android 13,,,power_on,False,,,,d78a8823-ce5a-49a9-ba53-8a91f39accf3,,,,,2023-08-27 09:29:21,,,,,,Samsung Galaxy S22,False,"4.6371,-51.1406",,
,,,3G,,,6207639905605,Realme GT,,,,,,Android 13,,,,True,location_change,,,,,d91a8561-b3b9-4f30-8d8b-018c1d6e359a,,,11/28/2023 05:12:45,,,,,,,False,"50.8924,-118.1531",,
5G,Android 12,,,,,6076868091344,,,,,,,,,,power_on,False,,,,,True,f5901be1-260b-41e0-8a58-d003cee1f951,,,,,,,,,Samsung Galaxy S22,,,,2023-11-14 10:15:04
5G,,,,,,3377441463246,Xiaomi Mi 11,,,,,iOS 16,,,ca9505b6-dc3c-442e-9c2e-1b76e56add5f,,False,,,,,,,SIM switch,,12/04/2023 16:44:56,"45.4989,-169.1195",,,True,,,,,,
,,,,,,,,,6835528352823,,,,,,9b4de09c-5a00-415b-9049-a965ce51007a,,False,power_on,,Oppo F21,,True,,,,02/04/2023 06:34:58,,3G,,,,,,"-77.3936,25.5199",,
2G,,,,"11.8335,-89.0801",,,,6181314371630,,2023-02-21 06:31:27,,,Android 13,,,,False,app_launch,a57cdf5b-c04c-416b-8328-0cba802419c7,OnePlus 10,,,,,,,,,,,,,False,,,
,iOS 16,,,,,,Samsung Galaxy S22,,6603311125957,,,,,,,app_launch,False,,,,4c6be003-db2c-4bdd-9478-2dd83bf3467b,False,,,,1676407144,,3G,,,,,,"54.3228,-138.6864",,
,,,,,,,,,,,power_on,,iOS 16,,,,False,,bddc07ba-8bfa-48ad-af4e-75d22ac27a60,Xiaomi Mi 11,,,,,4G,,"-65.1885,124.1965",,9882315332924,True,,,,,,2023-09-21 15:08:00
4G,,Android 11,,,,,,,3401718175921,,,,,,ae79a340-495f-41a3-9508-fabb93ebdd01,SIM switch,False,,,Vivo V25,,,,,,,"-46.9591,13.6120",,,True,,,,,,2023-11-30T23:04:38.000Z
,,,,,,,,,9363663435738,,power_on,Android 12,,,,,False,,,,,True,119a03f1-4f5d-4f2a-845b-04b5cf7f7ee9,,,,"-66.4529,163.5825",5G,,,,Oppo F21,,,,1700720631
,,,,"48.4662,-56.8448",,,,,3707148488885,08/28/2023 15:38:51,,Android 12,,,5eaf0af7-5905-4c34-abc8-f92abf09d647,location_change,False,,,,,,,,4G,,,,,False,Realme GT,,,,,
,,,,"-64.4177,1.0157",,1833800045188,,,,,,Android 12,,,9f2c0619-a0d3-490f-abd8-a897a42870c9,app_launch,False,,,,,,,,WiFi,,,,,True,,Oppo F21,,,2023-01-21T08:32:42.000Z,
,,,2G,,,,Samsung Galaxy S22,,2912750061963,2023-01-11 13:55:39,power_on,,Android 12,,,,False,,,,,,,,,,"67.8550,-170.0926",,,False,,,,,,
,,,,,,,iPhone 13,,7583712498344,,location_change,iOS 16,,,a0e3cb4c-8c81-4ea5-8b2c-090bf829ab65,,False,,,,,,,,,11/06/2023 02:01:00,,,,,,,False,"10.2115,-109.4018",,
,,Android 13,,,False,,,2462844355377,,07/07/2023 00:25:42,,,,,,,False,app_launch,c0cbc819-eaf1-4ef3-ae2d-a6f686a87994,OnePlus 10,,,,,,,"-35.3902,144.4214",2G,,,,,,,,
3G,,,,,,,,,6840259871215,01/09/2023 16:38:43,,,iOS 15,,,,False,location_change,,Realme GT,,False,472300f0-848c-4c42-b522-cfe60bc803c5,,,,,,,,,,,"54.1038,76.2322",,
,,,,,,2242614418890,,,,,,,Android 11,,,,False,,,OnePlus 10,dd07f0c6-614c-460c-9e88-b787f35def61,,,SIM switch,,,,WiFi,,,,,False,"3.1750,26.0679",,03/27/2023 10:25:01
3G,,Android 12,,,,,,,,,,,,,d64c1d24-c0d3-4dc7-a640-e292246d2d6c,,False,,,Vivo V25,,,,SIM switch,,,,,9250527949693,False,,,,"-87.8927,-150.2558",2023-04-29 23:38:23,
,,Android 11,,"6.7589,57.8195",False,,Vivo V25,9168223734234,,,location_change,,,,,,False,,,,98a1a736-8eec-42cf-a9b2-0fea6c0867ec,,,,4G,,,,,,,,,,,2023-03-13T15:32:05.000Z
,,,,"27.5659,159.6128",False,6984743017392,Pixel 6,,,,,iOS 16,,,,app_launch,False,,c22f6b1b-f094-4bb2-9f43-cac069b432e1,,,,,,,,,,,,,,,,2023-08-31T13:59:00.000Z,
,,iOS 15,,,,5096516968595,,,,16/12/2023 17:59:44,power_on,,,"14.0763,-48.0320",,,False,,,,,,360e4d06-62e2-4832-bfd9-30cb2c8e0254,,,,,2G,,,iPhone 14,,False,,,
,,,,,,,,3869872543658,,,,,Android 11,,,,True,,af8e6d8b-2c1f-439a-8356-0fefb20120f7,iPhone 14,,False,,SIM switch,,,,2G,,,,,,"82.9429,-83.3259",1673349486,
,,,,,,,,9993507864791,,2023-01-14T12:41:04.000Z,,Android 13,,"36.6298,-83.8620",bd834a33-9e53-466d-be29-c84e654b735b,,False,,,,,,,SIM switch,,,,3G,,,,Xiaomi Mi 11,True,,,
,,Android 11,,,,,Pixel 6,3921617802253,,,,,,,,,False,SIM switch,,,,,fb8d6a62-239d-4682-9044-b92fa3ef54dd,,2G,,,,,,,,False,"-34.4133,-38.0487",,1685872888
2G,,iOS 15,,,,,,,,,,,,,ffdf0c1d-a324-4284-8712-d62229a4f184,app_launch,False,,,,,,,,,,,,9153594075370,,,Pixel 7,True,"57.4107,-138.9130",,2023-03-03T05:18:16.000Z
,,Android 13,2G,"64.6603,166.9672",,3219616792907,,,,,,,,,,,False,,e329ea12-5904-46a4-8189-775843ed472e,Xiaomi Mi 11,,,,SIM switch,,06/04/2023 20:48:40,,,,True,,,,,,
3G,Android 13,,,,,,,5372800587743,,,,,,"51.7159,169.7217",9f47f559-660a-475b-ab8f-c00a48bfc9d3,,False,location_change,,,,True,,,,,,,,,,Oppo F21,,,,1699209021
,,Android 12,,,True,,iPhone 14,,,,,,,,,,False,app_launch,,,,,5c57a07d-0535-47d5-a9d1-85e9dd1a39f3,,2G,,,,8022439607820,,,,,"81.2476,-81.0362",08/27/2023 20:42:46,
3G,iOS 15,,,"11.5862,-139.6994",,,,5321623956628,,,,,,,,,False,,,Pixel 6,3c9ea061-033d-49da-b82d-d426961dfddb,,,SIM switch,,04/12/2023 23:35:17,,,,True,,,,,,
,,,,,True,,,,1258916701623,1683681792,,Android 13,,"5.3766,9.8297",,,False,,,,317c762c-fd59-4a71-897a-056d7c9ccd65,,,location_change,5G,,,,,,,Vivo V25,,,,
2G,,,,,,,Pixel 6,,6384195911012,2023-06-14T21:44:37.000Z,,iOS 16,,,,,False,,277d30ee-28f5-4d1e-b84e-fca9d5a5eee1,,,,,SIM switch,,,"-37.3907,-85.8892",,,False,,,,,,
,,iOS 15,2G,,,,,1319844104545,,28/06/2023 00:23:20,,,,"4.2086,149.7229",,,False,,,,514c0884-2fa1-4a6c-9099-70212dcd266f,,,SIM switch,,,,,,False,,iPhone 14,,,,
,,Android 13,WiFi,,True,,,,,,,,,"-62.7261,-112.8458",,,False,SIM switch,,,,,3ce7c26d-8d69-479f-9a66-43e88f367f4d,,,08/05/2023 16:46:13,,,2960618740757,,,,,,,
,,,,,,3078893504378,,,,04/10/2023 10:44:11,,iOS 16,,,,,False,app_launch,,Pixel 7,697bef26-18b2-419c-b102-3668cf690780,False,,,2G,,"-62.1855,139.1522",,,,,,,,,
,,Android 12,,"-71.6297,-87.4961",False,,iPhone 13,6693047801492,,1695848658,location_change,,,,,,False,,,,,,,,WiFi,,,,,,,,,,,
,,,,,9,4416934119235,,,,,app_launch,,iOS 16,,4b7e2ca1-8eec-4fb4-9492-e1d3d60ea2eb,,False,,,,,,,,5G,,"-85.9314,-138.8103",,,,Pixel 6,,,,02/06/2023 04:40:54,
,iOS 16,,,,,,,,,1701372472,,,,"-80.7976,158.3044",,,False,SIM switch,,,,,312a4daf-dcf8-4f3d-982f-5ba5772e2792,,,,,5G,4672751770052,False,,,,,,
,iOS 16,,4G,,,6069802167825,,,,,location_change,,,,,,False,,,,,True,47b42152-996c-4155-8755-154cd5f6eb8d,,,,"14.9040,26.4313",,,,OnePlus 10,,,,2023-09-06 20:42:14,
,,,4G,,,,,,,,,iOS 16,,,,,False,,,,ac9c7bc5-7c0e-4992-bf50-f67a35348df3,,,app_launch,,08/27/2023 08:38:03,"-83.9485,-13.7282",,5517509271741,False,,Pixel 6,,,,
,,,,,False,,,6413329297395,,,,,Android 13,,,app_launch,False,,,,,,1b9a6764-df30-40fe-a39f-7ae6af9b743b,,3G,,,,,,iPhone 14,,,"34.9836,-130.8953",2023-04-14 04:46:16,
,,,,,,,,,2826728702609,2023-06-12T09:44:24.000Z,SIM switch,Android 11,,,,,False,,,,,False,96567794-5670-4416-a5eb-0d4ebf7615a8,,WiFi,,,,,,Pixel 6,,,"61.1199,61.8023",,
,Android 12,,5G,,,4158134907197,,,,1692078856,app_launch,,,,,,False,,,Vivo V25,182cbe03-f278-4ff7-95bf-439bb442efef,,,,,,,,,,,,True,"24.9599,-16.8468",,
,,,,"39.0274,132.8632",False,,,7382154598789,,,,Android 12,,,,power_on,False,,,,,,3110872f-1d69-47ec-8333-bfc175209e91,,3G,,,,,,,Pixel 6,,,07/12/2023 14:26:10,
,,,,,,,,,6152408715988,,SIM switch,,Android 11,,,,False,,,,,3,604f75ea-ed0e-4ff4-87b7-e7eb785c57ba,,WiFi,,"13.3099,-40.6029",,,,,Pixel 7,,,2023-02-27T23:02:15.000Z,
,,,,,,,,,3141539555221,,,,Android 13,,,SIM switch,False,,,Xiaomi Mi 11,5c82c0c3-01e2-433a-b3d2-fd0fbbaad01a,,,,2G,,,,,,,,True,"-63.9973,-125.2060",,2023-01-30 14:05:26
4G,,,,,,,Vivo V25,8420890312906,,,,iOS 15,,"-49.1047,79.9997",,,False,,aa100621-158f-482b-94a5-ebabcb1dc116,,,,,app_launch,,,,,,,,,False,,2023-09-14 08:10:35,
,,,,,False,,,9077108545869,,,,,Android 13,"-50.6722,-154.0889",,,False,,,,,,a91077b8-8a61-413f-98a3-97b35aa2dc5a,,,,,,,,,Xiaomi Mi 11,,,05/06/2023 04:29:13,
5G,,Android 12,,,,,Vivo V25,3140727458960,,,,,,,,,False,SIM switch,,,,,3a0f7147-c0b4-4243-9ac4-5a3fabaad296,,,,"-22.0167,78.0166",,,,,,False,,,24/09/2023 21:10:47
,,,,,,,,7368000350977,,,location_change,Android 11,,"-41.4640,-3.0760",,,False,,9e1c2678-6fa3-4860-8d8e-3ddcef987915,,,,,,,,,5G,,,Xiaomi Mi 11,,False,,,09/28/2023 18:14:29
,Android 12,,5G,,,7730902720705,,,,,,,,,b070238d-b5f6-4e24-b794-1cff71c19fde,,False,app_launch,,,,,,,,,,,,True,,Oppo F21,,"-67.2584,-95.3511",2023-12-06T11:56:41.000Z,
,,,4G,,True,,,,,02/08/2023 20:39:34,,iOS 15,,,,,False,,,Oppo F21,,,,location_change,,,"37.7206,49.0037",,7909253181422,,,,,,,
,Android 12,,,,,4137770283642,,,,,,,,,,power_on,False,,,,76e78c2d-f045-4113-94fa-ba9e60cf1333,,,,,,,,,False,Samsung Galaxy S22,,,"-29.1682,-82.7448",1695726945,
,,Android 11,3G,"33.1683,155.0071",True,,,,,,location_change,,,,,,False,,,Pixel 7,,,6080055d-fe1d-4008-a01f-d8b3fdf68f4e,,,,,,7876280412905,,,,,,18/06/2023 09:55:28,
,,,5G,"69.1643,-45.9396",,,,,,,,Android 11,,,,,False,location_change,,,1ec46652-a6d0-41fa-9eac-059e8006f1b6,False,,,,,,,2814505062856,,,Pixel 6,,,,05/07/2023 12:10:25
,,,,"19.9799,131.7808",,,Realme GT,,,,,,iOS 16,,,power_on,False,,,,,True,e0bc3c0b-f138-4abf-9cd4-086b9444430a,,4G,02/03/2023 18:43:43,,,3655649381580,,,,,,,
4G,,iOS 16,,,,,Oppo F21,9219716794547,,2023-03-31 02:15:47,,,,,,,False,SIM switch,7b615642-23ed-4468-87aa-06691a8b922c,,,False,,,,,,,,,,,,"-15.4191,14.4823",,
,,,,,,,,,,,,,iOS 16,"-41.1393,-120.0473",,,False,,,Pixel 7,9e253d02-dade-4b2b-8e05-7f59b1a3b59f,,,SIM switch,,,,3G,9886606641778,False,,,,,,10/11/2023 20:39:18
,,,3G,,,9843980291720,,,,,,,Android 11,,,,False,,,,,,3f9f62be-9537-4b0c-93d9-3b81bc1b47a7,app_launch,,,"-1.7353,-143.2514",,,False,Vivo V25,,,,,2023-03-24T23:51:50.000Z
,,,,"-45.7181,171.1408",,3198169250356,,,,29/09/2023 00:07:25,,Android 13,,,,,False,,,,7ae21adf-ee79-4d3a-b5c1-ff2395e20142,,,,2G,,,,,,Oppo F21,,True,,,
,,,5G,,True,,,2182938595811,,,app_launch,,Android 11,,57243243-e513-4e03-b146-3d31fa00a1be,,False,,,OnePlus 10,,,,,,,"2.9327,6.0308",,,,,,,,,2023-10-10 21:05:51
,,Android 11,,,False,,,9789453138492,,2023-09-28T12:21:25.000Z,,,,,9433a327-8c09-43b5-b909-4915bbcb409d,SIM switch,False,,,,,,,,,,"88.7731,105.9336",3G,,,,Pixel 7,,,,
,,,5G,,,1715652495058,Pixel 7,,,27/10/2023 01:47:32,,Android 12,,"-66.0986,-80.2852",,app_launch,False,,,,,,37697028-e9cc-4193-9515-5fe7521ae8d5,,,,,,,False,,,,,,
2G,iOS 16,,,,,,,,,,,,,"75.5243,-109.5130",,,False,app_launch,a7b0b24a-c197-425e-bf9e-cbbbf531a94f,,,,,,,06/14/2023 11:42:13,,,2866806981521,,,OnePlus 10,True,,,
WiFi,,Android 13,,,,,,,,04/23/2023 16:08:31,,,,,,,False,,,,,True,,SIM switch,,,"-8.8940,-0.2431",,9705430243203,,Xiaomi Mi 11,,,,,
